title,price,price_numeric,beds,baths,area,area_sqft,price_per_sqft,property_type,featured,photo_count,description,description_length,city,listing_mode,scraped_date,url
1 Kanal Full House Brand New,PKR 2.8 Lakh,280000,6,6,1 Kanal,4500.0,62,House,True,9,9Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_a_1_kanal_full_house_brand_new-54394993-8400-4.html
6 Marla Full House For Rent Brand New,PKR 1.4 Lakh,140000,5,6,6 Marla,1350.0,103,House,True,9,9Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_6_marla_full_house_for_rent_brand_new-54505652-10991-4.html
sapret interest 1 Kanal upper portion,PKR 90 Thousand,90000,3,4,1 Kanal,4500.0,20,House,True,7,7Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_sapret_interest_1_kanal_upper_portion-54511420-10991-4.html
4 Marla Brand New Luxury Designer House For Rent In D-12 Margala Facing,PKR 1.8 Lakh,180000,3,4,4 Marla,900.0,200,House,True,38,38Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_d-12_4_marla_brand_new_luxury_designer_house_for_rent_in_d-12_margala_facing-54047498-160-4.html
8 Marla brand new full house for rent in bahria enclave,PKR 1.4 Lakh,140000,4,5,8 Marla,1800.0,77,House,False,9,9Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_8_marla_brand_new_full_house_for_rent_in_bahria_enclave-54521982-11975-4.html
Beautiful House For Rent In F-6 Main Margalla Road Islamabad - Prime Location. Fantastic View Of Margalla Hills,PKR 9.8 Lakh,980000,4,5,1.6 Kanal,7200.0,136,House,True,6,super hot6Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_f-7_beautiful_house_for_rent_in_f-6_main_margalla_road_islamabad_-_prime_location_fantastic_view_of_margalla_hills-54496323-165-4.html
"Well Maintained Beautiful Corner House F-6 , Islamabad",PKR 7 Lakh,700000,3,3,1 Kanal,4500.0,155,House,True,14,super hot14Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_f-6_well_maintained_beautiful_corner_house_f-6_islamabad-54482716-164-4.html
Big Lawn House For Rent,PKR 45 Lakh,4500000,10,6,4 Kanal,18000.0,250,House,True,27,super hot27Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_f-7_big_lawn_house_for_rent-54439252-165-4.html
Big House For Rent,PKR 1.25 Crore,12500000,10,6,4 Kanal,18000.0,694,House,True,28,super hot28Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_f-7_big_house_for_rent-54484155-165-4.html
14 Marla House In Central I-8/3 For Rent,PKR 3.5 Lakh,350000,6,6,14 Marla,3150.0,111,House,True,28,super hot28VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,98,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/i_8_i-8_3_14_marla_house_in_central_i-8_3_for_rent-49852462-3443-4.html
22 Marla Sapanish House For Rent In Bani Gala,PKR 3.7 Lakh,370000,5,5,1.1 Kanal,4950.0,74,House,True,14,super hot14Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_bani_gala_22_marla_sapanish_house_for_rent_in_bani_gala-54489576-340-4.html
ONE KANAL BRAND NEW HOUSE FOR RENT IN DHA 2 ISB,PKR 3.2 Lakh,320000,6,7,1 Kanal,4500.0,71,House,True,24,super hot24Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_one_kanal_brand_new_house_for_rent_in_dha_2_isb-54440650-339-4.html
ONE KANAL BRAND NEW LUSH HOUSE FOR RENT IN DHA 2 ISB,PKR 3 Lakh,300000,5,6,1 Kanal,4500.0,66,House,True,22,super hot22Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_one_kanal_brand_new_lush_house_for_rent_in_dha_2_isb-54451690-339-4.html
DHA Phase 2 Beautiful & Elegant Design Solid Constructed 20 Marla Full House For Rent. . . .,PKR 4.1 Lakh,409999,6,7,1 Kanal,4500.0,91,House,True,14,super hot14Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha_phase_2_beautiful_elegant_design_solid_constructed_20_marla_full_house_for_rent-54471774-339-4.html
5 Marla Single Story House For Rent In Banigala,PKR 52 Thousand,52000,2,3,5 Marla,1125.0,46,House,True,8,super hot8Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_bani_gala_5_marla_single_story_house_for_rent_in_banigala-54393598-340-4.html
D-12 Islamabad 14 Marla Brand New First Entry House For Rent 7D-12 Islamabad 10 Marla Upper Portion For Rent 3 Bed With Washroom Drawing Room Dining Tvl Kitchen 2 Servant Room Parking Gas Electric Met,PKR 6.3 Lakh,630000,6,6,14 Marla,3150.0,200,House,True,17,hot17Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_d-12_d-12_islamabad_14_marla_brand_new_first_entry_house_for_rent_7d-12_islamabad_10_marla_upper_portion_for_rent_3_bed_with_washroom_drawing_room_dining_tvl_kitchen_2_servant_room_parking_gas_electric_meter_separate_7_bed_with_washroom_3_drawing_room_dining-54215933-160-4.html
4 Marla Luxury Full House Is Available For Rent In D 12 Islamabad,PKR 1.4 Lakh,140000,3,3,4 Marla,900.0,155,House,True,16,hot16Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/d_12_d-12_4_4_marla_luxury_full_house_is_available_for_rent_in_d_12_islamabad-53762061-3157-4.html
"F-10 Excellent Double Storey House 1000 SQY Proper 7 Bedrooms, 7 Attached Bathrooms Modern Fittings Along With Tile Flooring Drawing Dining, TV Lounge, Kitchen",PKR 6.5 Lakh,650000,6,6,2 Kanal,9000.0,72,House,False,24,hot24Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_f-10_f-10_excellent_double_storey_house_1000_sqy_proper_7_bedrooms_7_attached_bathrooms_modern_fittings_along_with_tile_flooring_drawing_dining_tv_lounge_kitchen-54355267-162-4.html
"F-10 Double Storey House Excellent 1000 Square Yard House Proper 6 Bedrooms, 6 Attached Bathrooms Modern Fittings And Tiled Floor TV Lounge, Drawing Dining, 1 Kitchen",PKR 7 Lakh,700000,7,7,2 Kanal,9000.0,77,House,False,19,hot19Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_f-10_f-10_double_storey_house_excellent_1000_square_yard_house_proper_6_bedrooms_6_attached_bathrooms_modern_fittings_and_tiled_floor_tv_lounge_drawing_dining_1_kitchen-54315642-162-4.html
House For Rent In F-8 On Prime Location,PKR 7.5 Lakh,750000,5,6,1 Kanal,4500.0,166,House,False,17,hot17Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_f-8_house_for_rent_in_f-8_on_prime_location-54494858-166-4.html
2 Kanal House For Rent In F-8 On Prime Location,PKR 7 Lakh,700000,5,6,2 Kanal,9000.0,77,House,False,18,hot18Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_f-8_2_kanal_house_for_rent_in_f-8_on_prime_location-54399153-166-4.html
7 Marla Beautiful Brand New Double Storey House Available For Rent,PKR 1.2 Lakh,120000,5,6,7 Marla,1575.0,76,House,False,15,hot15Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_g-15_7_marla_beautiful_brand_new_double_storey_house_available_for_rent-53206351-764-4.html
4 Marla Full House For Rent,PKR 2 Lakh,200000,3,3,4 Marla,900.0,222,House,False,9,9Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/d_12_d-12_4_4_marla_full_house_for_rent-54478344-3157-4.html
Double Storey 6 Bedrooms House Available For Rent. .,PKR 15 Lakh,1500000,15,6,2.4 Kanal,10800.0,138,House,False,11,11Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_e-7_double_storey_6_bedrooms_house_available_for_rent-54432482-343-4.html
Brand New Furnished 6 Bedrooms Triple Story House Available For Rent. .,PKR 15.5 Lakh,1550000,15,6,1.1 Kanal,4950.0,313,House,False,8,8Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_e-7_brand_new_furnished_6_bedrooms_triple_story_house_available_for_rent-54452683-343-4.html
6 Bedrooms Triple Story House on Prime Location Available For Rent. .,PKR 11 Lakh,1100000,11,6,1.1 Kanal,4950.0,222,House,False,21,21Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_f-6_6_bedrooms_triple_story_house_on_prime_location_available_for_rent-54461051-164-4.html
"Beautiful Triple Story 6 Bedrooms House Available For Rent,",PKR 19 Lakh,1900000,19,6,2 Kanal,9000.0,211,House,False,15,15Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_f-7_beautiful_triple_story_6_bedrooms_house_available_for_rent-54371039-165-4.html
Double Story 3 Bedrooms Beautiful House Available For Rent. .,PKR 9.5 Lakh,950000,9,4,1.1 Kanal,4950.0,191,House,False,13,13Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_e-7_double_story_3_bedrooms_beautiful_house_available_for_rent-54439475-343-4.html
"Double Story Renovated 3 Bedrooms House Available for Rent,",PKR 6 Lakh,600000,6,3,1.1 Kanal,4950.0,121,House,False,19,19Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_f-7_double_story_renovated_3_bedrooms_house_available_for_rent-54513268-165-4.html
Beautiful 6 Bedrooms Double Story House Available For Rent. .,PKR 14 Lakh,1400000,14,6,2.1 Kanal,9450.0,148,House,False,18,18Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_f-7_beautiful_6_bedrooms_double_story_house_available_for_rent-54327405-165-4.html
5 Marla House Ava For Rent In Sector H,PKR 80 Thousand,80000,3,3,5 Marla,1125.0,71,House,True,21,super hot21Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/bahria_town_bahria_enclave_5_marla_house_ava_for_rent_in_sector_h-54402341-1705-4.html
5 MARLA BREND NEW FULL HOUSE FOR RENT IN FAISAL TOWN F 18 ISLAMABAD,PKR 95 Thousand,95000,5,6,5 Marla,1125.0,84,House,True,19,super hot19Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_5_marla_brend_new_full_house_for_rent_in_faisal_town_f_18_islamabad-54472591-8260-4.html
"Neat and clean, beautiful house is available for rent in F-7 Islamabad",PKR 4.75 Lakh,475000,5,5,1 Kanal,4500.0,105,House,True,13,super hot13Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/f_7_f-7_2_neat_and_clean_beautiful_house_is_available_for_rent_in_f-7_islamabad-54417200-3308-4.html
Good house is available for rent in F-6 Islamabad. Only for Foreigners,PKR 9 Lakh,900000,5,7,4 Kanal,18000.0,50,House,True,6,super hot6Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/f_6_f-6_3_good_house_is_available_for_rent_in_f-6_islamabad_only_for_foreigners-54416566-3301-4.html
Fully Furnished House For Rent,PKR 12 Lakh,1200000,7,6,1.2 Kanal,5400.0,222,House,True,12,super hot12Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_f-6_fully_furnished_house_for_rent-54439191-164-4.html
Brand New House For Rent,PKR 10.5 Lakh,1050000,4,5,2.1 Kanal,9450.0,111,House,True,9,super hot9Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_f-6_brand_new_house_for_rent-54158465-164-4.html
*Basement:* Big Lounge 2 x Bedrooms with 2 x Attached Bathrooms Kitchen 1 Power Bathroom,PKR 2.9 Lakh,290000,2,2,1 Kanal,4500.0,64,House,True,34,super hot34Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_top_city_1_basement_big_lounge_2_x_bedrooms_with_2_x_attached_bathrooms_kitchen_1_power_bathroom-54490572-1383-4.html
Brand New  Top City -1 10 Marla House Full House 3 kva solar system,PKR 1.7 Lakh,170000,6,6,10 Marla,2250.0,75,House,True,19,super hot19Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_top_city_1_brand_new_top_city_-1_10_marla_house_full_house_3_kva_solar_system-54501401-1383-4.html
"*5 Marla Luxury House for Rent Your Dream Home Awaits!*Located in a premium gated society with _all modern amenities_, this stunning 5 Marla residence is priced at *Rs:2.70 Cr* perfect for those who v",PKR 1.7 Lakh,170000,5,5,5 Marla,1125.0,151,House,True,19,super hot19Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_5_marla_luxury_house_for_rent_your_dream_home_awaits_located_in_a_premium_gated_society_with_all_modern_amenities_this_stunning_5_marla_residence_is_priced_at_rs_2_70_cr_perfect_for_those_who_value_elegance_comfort_status-54483371-8260-4.html
On Excellent Location 3200 Square Feet House In Central D-12/3 For Rent,PKR 6 Lakh,600000,5,6,14.2 Marla,3195.0,187,House,True,33,super hot331VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,99,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/d_12_d-12_3_on_excellent_location_3200_square_feet_house_in_central_d-12_3_for_rent-54513633-3156-4.html
Brand New 10 Marla Luxury House For Rent Bahria Enclave Islamabad (Sector C1),PKR 1.95 Lakh,195000,5,6,10 Marla,2250.0,86,House,True,22,hot22Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_brand_new_10_marla_luxury_house_for_rent_bahria_enclave_islamabad_sector_c1-54494256-11987-4.html
"Luxury House For Rent In F-6, Islamabad",PKR 12.6 Lakh,1260000,4,4,3 Kanal,13500.0,93,House,True,34,hot34Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/f_6_f-6_3_luxury_house_for_rent_in_f-6_islamabad-54519442-3301-4.html
5 Marla House For Rent In The Perfect Location Of MPCHS - Multi Gardens,PKR 90 Thousand,90000,4,6,5 Marla,1125.0,80,House,False,13,hot13VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,92,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_5_marla_house_for_rent_in_the_perfect_location_of_mpchs_-_multi_gardens-54460415-3115-4.html
5 Marla Full Furnished Double Unit House Available For Rent In Multi Gardens MPCHS B-17 Block FMC Islamabad.,PKR 1.7 Lakh,170000,3,4,5 Marla,1125.0,151,House,False,26,hot26Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_5_marla_full_furnished_double_unit_house_available_for_rent_in_multi_gardens_mpchs_b-17_block_fmc_islamabad-54520163-3115-4.html
Beautiful House,PKR 6 Lakh,600000,4,4,14 Marla,3150.0,190,House,False,12,hot12Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_d-12_beautiful_house-54515338-160-4.html
Beautiful House For Rent,PKR 7 Lakh,700000,7,6,1 Kanal,4500.0,155,House,False,6,hot6Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,83,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_d-12_beautiful_house_for_rent-54467795-160-4.html
4 Bedrooms Beautiful Triple Story House Available For Rent. .,PKR 11 Lakh,1100000,11,5,1.3 Kanal,5850.0,188,House,False,16,16Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Rent_Islamabad,for_rent,2026-07-26,https://www.zameen.com/Property/islamabad_f-8_4_bedrooms_beautiful_triple_story_house_available_for_rent-54426026-166-4.html
