title,price,price_numeric,beds,baths,area,area_sqft,price_per_sqft,property_type,featured,photo_count,description,description_length,city,listing_mode,scraped_date,url
Want To Buy A Prime Location House In Ghauri Town?,PKR 55 Lakh,5500000,2,1,3 Marla,675.0,8148,House,False,8,"PKR55 LakhGhauri Town, Islamabad213 MarlaAdded: 2 days ago(Updated: 2 days ago)SMSCall",86,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/islamabad_ghauri_town_want_to_buy_a_prime_location_house_in_ghauri_town-54513587-1314-1.html
3 Marla House Available For Sale In Bani Gala Sanjhalian,PKR 60 Lakh,6000000,2,2,3 Marla,675.0,8888,House,False,11,"PKR60 LakhBani Gala, Islamabad223 MarlaAdded: 3 days ago(Updated: 12 hours ago)SMSCallEmail",91,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/islamabad_bani_gala_3_marla_house_available_for_sale_in_bani_gala_sanjhalian-54060693-340-1.html
Brand New Luxury Single Story House Available For Sale Near Nust Double Road Gate 7.,PKR 75 Lakh,7500000,2,2,3 Marla,675.0,11111,House,False,8,"PKR75 LakhH-13, Islamabad223 MarlaAdded: 4 days ago(Updated: 2 days ago)SMSCall",79,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/islamabad_h-13_brand_new_luxury_single_story_house_available_for_sale_near_nust_double_road_gate_7-54458063-1039-1.html
New 3 Marla House Demand 50 lack Electricity Water 20 Feet Strteet Registery Intiqal,PKR 48 Lakh,4800000,2,2,3 Marla,675.0,7111,House,False,19,"PKR48 LakhThanda Pani, Islamabad223 MarlaAdded: 3 days ago(Updated: 12 hours ago)SMSCall",88,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/islamabad_thanda_pani_new_3_marla_house_demand_50_lack_electricity_water_20_feet_strteet_registery_intiqal-54369976-8538-1.html
3.50 Marla Brand New House For Sale Tramari Chock Lehtrar Road Islamabad  best Location  Serious Buyers Contact,PKR 85 Lakh,8500000,2,3,3 Marla,675.0,12592,House,False,10,"PKR85 LakhTaramrri, Islamabad233 MarlaAdded: 4 days ago(Updated: 2 days ago)SMSCall",83,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/islamabad_taramrri_3_50_marla_brand_new_house_for_sale_tramari_chock_lehtrar_road_islamabad_best_location_serious_buyers_contact-54362876-3500-1.html
3 Marla Structure House For Sale In Rehman Town,PKR 50 Lakh,5000000,,,3 Marla,675.0,7407,House,False,6,"PKR50 LakhJhangi Syedan, Islamabad3 MarlaAdded: 5 days ago(Updated: 12 hours ago)SMSCall",88,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/islamabad_jhangi_syedan_3_marla_structure_house_for_sale_in_rehman_town-54501773-8851-1.html
3 Marla Single Storey House Available For Sale H 13,PKR 75 Lakh,7500000,1,2,3 Marla,675.0,11111,House,False,10,"PKR75 LakhH-13, Islamabad123 MarlaAdded: 5 days ago(Updated: 12 hours ago)SMSCall",81,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/islamabad_h-13_3_marla_single_storey_house_available_for_sale_h_13-54348404-1039-1.html
Your Dream 3 Marla House Is Available In Opposite I-14,PKR 1.2 Crore,12000000,3,4,3 Marla,675.0,17777,House,False,19,"PKR1.2 CroreI-14, Islamabad343 MarlaAdded: 5 days ago(Updated: 12 hours ago)SMSCall",83,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/islamabad_i-14_your_dream_3_marla_house_is_available_in_opposite_i-14-54080274-1045-1.html
3 Marla Double Storey House Near Zong Head Office,PKR 1.1 Crore,11000000,4,2,3 Marla,675.0,16296,House,False,13,"PKR1.1 CroreKuri Road, Islamabad423 MarlaAdded: 6 days ago(Updated: 2 days ago)SMSCall",86,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/islamabad_kuri_road_3_marla_double_storey_house_near_zong_head_office-54493763-10322-1.html
G11 HOUSE FOR SALE DOBUL STORY,PKR 2.9 Crore,29000000,3,3,3 Marla,675.0,42962,House,False,7,"PKR2.9 CroreG-11/3, G-11333 MarlaAdded: 1 week ago(Updated: 12 hours ago)SMSCall",80,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/g_11_g-11_3_g11_house_for_sale_dobul_story-54386741-3332-1.html
"Ideal 3 Marla House Available In Paradise Villa Apartments, Islamabad",PKR 1.5 Crore,15000000,3,3,3 Marla,675.0,22222,House,False,,"PKR1.5 CroreParadise Villa Apartments, D-17333 MarlaAdded: 1 week ago(Updated: 12 hours ago)SMSCall",99,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/d_17_paradise_villa_apartments_ideal_3_marla_house_available_in_paradise_villa_apartments_islamabad-54481575-11039-1.html
Chatta Bakhtawar Triple Storey House For Sale  Near To Green Avenue Park Road,PKR 1.5 Crore,15000000,7,,3 Marla,675.0,22222,House,False,8,"PKR1.5 CroreChatha Bakhtawar, Islamabad73 MarlaAdded: 2 weeks ago(Updated: 2 days ago)SMSCallEmail",98,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/islamabad_chatha_bakhtawar_chatta_bakhtawar_triple_storey_house_for_sale_near_to_green_avenue_park_road-54396638-3153-1.html
Model Valley 2.5 Marla House For Sale On Very Low Price,PKR 47 Lakh,4700000,2,2,3 Marla,675.0,6962,House,False,20,"PKR47 LakhJhangi Syedan, Islamabad223 MarlaAdded: 3 weeks ago(Updated: 1 week ago)SMSCall",89,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/islamabad_jhangi_syedan_model_valley_2_5_marla_house_for_sale_on_very_low_price-54094783-8851-1.html
Brand New 3 Marla Double Storey House for Sale Park Road Islamabad,PKR 1.5 Crore,15000000,4,4,3 Marla,675.0,22222,House,False,21,"PKR1.5 CrorePark Road, Islamabad443 MarlaAdded: 3 weeks ago(Updated: 1 week ago)SMSCall",87,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/islamabad_park_road_brand_new_3_marla_double_storey_house_for_sale_park_road_islamabad-54244110-3485-1.html
Triple Storey Corner House With 70K Rental Income-Best Investment Opportunity In H-13,PKR 1.25 Crore,12500000,6,5,3 Marla,675.0,18518,House,False,21,"PKR1.25 CroreH-13, Islamabad653 MarlaAdded: 3 weeks ago(Updated: 1 week ago)SMSCall",83,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/islamabad_h-13_triple_storey_corner_house_with_70k_rental_income-best_investment_opportunity_in_h-13-54185213-1039-1.html
Prime Location 20 Marla House In Beautiful Location Of Top City 1,PKR 7.4 Crore,74000000,6,7,1 Kanal,4500.0,16444,House,True,22,super hot22Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/islamabad_top_city_1_prime_location_20_marla_house_in_beautiful_location_of_top_city_1-54192013-1383-1.html
70 Feet Road 7 Marla (30x60) House For Sale In G-13/3 Islamabad,PKR 6.9 Crore,69000000,6,6,7 Marla,1575.0,43809,House,True,28,super hot28Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/islamabad_g-13_70_feet_road_7_marla_30x60_house_for_sale_in_g-13_3_islamabad-53819596-330-1.html
10 Marla Luxury Designer House for Sale | Spacious Living | Outclass Finishing | Premium Lifestyle,PKR 5.95 Crore,59500000,5,6,10 Marla,2250.0,26444,House,True,37,super hot37Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/islamabad_top_city_1_10_marla_luxury_designer_house_for_sale_spacious_living_outclass_finishing_premium_lifestyle-54512208-1383-1.html
Low Price 5 Marla Luxury House For Sale in DHA 5,PKR 3.9 Crore,39000000,3,4,5 Marla,1125.0,34666,House,True,16,super hot16Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_low_price_5_marla_luxury_house_for_sale_in_dha_5-54434113-10991-1.html
1 Kanal Brand New Designer House For Sale In DHA Phase 2 Islamabad,PKR 14.5 Crore,145000000,5,5,1 Kanal,4500.0,32222,House,True,15,super hot15Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_designer_house_for_sale_in_dha_phase_2_islamabad-54323212-339-1.html
Naval Anchorage designer House For Sale,PKR 2.4 Crore,24000000,4,5,5 Marla,1125.0,21333,House,True,25,super hot25Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/naval_anchorage_naval_anchorage_-_block_g_naval_anchorage_designer_house_for_sale-54521649-9158-1.html
4 Kanal Grey Structure Bahria   Garden City Zone 4,PKR 16.5 Crore,165000000,7,7,4 Kanal,18000.0,9166,House,True,5,super hot5Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/bahria_garden_city_bahria_garden_city_-_zone_4_4_kanal_grey_structure_bahria_garden_city_zone_4-54187594-10608-1.html
40*80 Doubble Story House Available For Sale,PKR 10.75 Crore,107500000,6,6,14 Marla,3150.0,34126,House,True,18,super hot18Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/islamabad_g-13_40_80_doubble_story_house_available_for_sale-54492613-330-1.html
7 Marla New House For Sale Park Face,PKR 4.7 Crore,47000000,5,6,7 Marla,1575.0,29841,House,True,14,super hot14Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_-_block_f_7_marla_new_house_for_sale_park_face-54280271-9116-1.html
G-13/3 Luxury House For Sale Size 30*60 Sun Facing,PKR 6.95 Crore,69500000,4,6,8 Marla,1800.0,38611,House,True,26,super hot261Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,91,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/islamabad_g-13_g-13_3_luxury_house_for_sale_size_30_60_sun_facing-54429034-330-1.html
Top Location Designer House Is For Sale In D-12 Islamabad,PKR 6.5 Crore,65000000,4,5,5 Marla,1125.0,57777,House,True,26,hot26Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/d_12_d-12_4_top_location_designer_house_is_for_sale_in_d-12_islamabad-54471590-3157-1.html
In D-12 You Can Find The Perfect House For sale,PKR 9 Crore,90000000,5,6,8 Marla,1800.0,50000,House,True,17,hot171Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,85,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/islamabad_d-12_in_d-12_you_can_find_the_perfect_house_for_sale-54065623-160-1.html
"5 Marla Designer House DHA Phase 5 ,Islamabad",PKR 3.75 Crore,37500000,3,4,5 Marla,1125.0,33333,House,False,44,hot44Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_5_marla_designer_house_dha_phase_5_islamabad-54456167-10991-1.html
"10 Marla Designer House DHA Phase 5 ,Islamabad",PKR 6.85 Crore,68500000,5,7,10 Marla,2250.0,30444,House,False,49,hot49Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_10_marla_designer_house_dha_phase_5_islamabad-54460755-10991-1.html
1.5 Storey Brand New House For Sale,PKR 1.4 Crore,14000000,3,4,5 Marla,1125.0,12444,House,False,28,hot28Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/islamabad_bani_gala_1_5_storey_brand_new_house_for_sale-53798942-340-1.html
10 Marla Beautiful House For Sale In DHA Phase-2 Islamabad,PKR 7.25 Crore,72500000,5,5,10 Marla,2250.0,32222,House,False,31,hot31VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,92,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_10_marla_beautiful_house_for_sale_in_dha_phase-2_islamabad-54321074-339-1.html
1 Kanal Modern & Designer House is available for sale at DHA-2 Islamabad.,PKR 14.5 Crore,145000000,6,6,1 Kanal,4500.0,32222,House,False,16,hot16Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_modern_designer_house_is_available_for_sale_at_dha-2_islamabad-54378266-339-1.html
1 Kanal Brand New Designer Luxury House For Sale DHA Phase 2 Islamabad,PKR 10 Crore,100000000,6,6,1 Kanal,4500.0,22222,House,False,25,25Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_designer_luxury_house_for_sale_dha_phase_2_islamabad-53529650-339-1.html
8 Marla Designer Luxury White House Triple Storey Available For Sale,PKR 9.25 Crore,92500000,7,7,8 Marla,1800.0,51388,House,True,39,39VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,89,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/d_12_d-12_1_8_marla_designer_luxury_white_house_triple_storey_available_for_sale-54313030-3154-1.html
5 Marla House For Sale In D-12,PKR 7.5 Crore,75000000,5,5,5 Marla,1125.0,66666,House,True,13,131VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/islamabad_d-12_5_marla_house_for_sale_in_d-12-54313034-160-1.html
House Available In D-12 For Sale,PKR 5.7 Crore,57000000,3,4,4 Marla,900.0,63333,House,True,23,23Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/d_12_d-12_4_house_available_in_d-12_for_sale-54462550-3157-1.html
"Luxury 4.44 Marla Single Unit House For Sale CDA Sector D-12/1, Islamabad",PKR 5.3 Crore,53000000,3,4,4.4 Marla,990.0000000000001,53535,House,True,25,25Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/d_12_d-12_1_luxury_4_44_marla_single_unit_house_for_sale_cda_sector_d-12_1_islamabad-54464176-3154-1.html
8 Marla Luxury Double Unit House for Sale in CDA Sector D-12,PKR 8.5 Crore,85000000,5,6,8 Marla,1800.0,47222,House,True,15,15Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/islamabad_d-12_8_marla_luxury_double_unit_house_for_sale_in_cda_sector_d-12-54488006-160-1.html
25x50 Brand New Most Beautiful Luxurious House Available For Sale In G-14/4 Islamabad At Ideal Location,PKR 5.5 Crore,55000000,4,5,5 Marla,1125.0,48888,House,False,11,11Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/g_14_g-14_4_25x50_brand_new_most_beautiful_luxurious_house_available_for_sale_in_g-14_4_islamabad_at_ideal_location-54215491-3346-1.html
14 Marla House For Sale In D-12 Islamabad,PKR 18 Crore,180000000,9,7,14 Marla,3150.0,57142,House,False,18,18Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/islamabad_d-12_14_marla_house_for_sale_in_d-12_islamabad-54483032-160-1.html
"1 Kanal Luxury House For Sale In DHA Phase 2, Islamabad",PKR 12.5 Crore,125000000,5,6,1 Kanal,4500.0,27777,House,True,19,super hot19Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_luxury_house_for_sale_in_dha_phase_2_islamabad-53583491-339-1.html
"Luxury Single Unit Designer House for Sale | House No. 785 | Executive Block, Faisal Hills | Near Islamabad",PKR 2.5 Crore,25000000,5,5,5 Marla,1125.0,22222,House,True,27,super hot27Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/faisal_hills_faisal_hills_-_executive_block_luxury_single_unit_designer_house_for_sale_house_no_785_executive_block_faisal_hills_near_islamabad-54520536-16527-1.html
Luxury Designer House for Sale Faisal Hills Block A (Single Unit),PKR 2.45 Crore,24500000,5,5,5 Marla,1125.0,21777,House,True,29,super hot29Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/faisal_hills_faisal_hills_-_block_a_luxury_designer_house_for_sale_faisal_hills_block_a_single_unit-54520535-12655-1.html
10 MARLA LUXURY HOUSE FOR SALE IN FAISAL TOWN BLOCK A,PKR 5.9 Crore,59000000,6,7,10 Marla,2250.0,26222,House,True,49,super hot49Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/faisal_town_phase_1_faisal_town_phase_1_-_block_a_10_marla_luxury_house_for_sale_in_faisal_town_block_a-54431508-16416-1.html
B17 Block E Brand New House Available For Sale A+ Construction,PKR 4.3 Crore,43000000,6,6,8 Marla,1800.0,23888,House,True,27,super hot27Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_e_b17_block_e_brand_new_house_available_for_sale_a_construction-54457593-3120-1.html
G13 Brand New Luxury House For Sale Size 40*80 Original Picture Attached  Rental Value 350k,PKR 13 Crore,130000000,6,6,14 Marla,3150.0,41269,House,True,48,super hot481VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,99,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/islamabad_g-13_g13_brand_new_luxury_house_for_sale_size_40_80_original_picture_attached_rental_value_350k-54034353-330-1.html
10 Marla Luxurious House for Sale in B-17 Islamabad,PKR 6.1 Crore,61000000,6,6,10 Marla,2250.0,27111,House,True,12,super hot12Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_c_10_marla_luxurious_house_for_sale_in_b-17_islamabad-54517540-3118-1.html
Kanal Luxury Furnished House For Sale In Dha Phase 2 Islamabad,PKR 16.9 Crore,169000000,6,6,1 Kanal,4500.0,37555,House,True,18,super hot18Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_j_kanal_luxury_furnished_house_for_sale_in_dha_phase_2_islamabad-53485345-17389-1.html
brand new house for sale,PKR 4.95 Crore,49500000,6,6,10 Marla,2250.0,22000,House,True,17,super hot17Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_a_brand_new_house_for_sale-54519404-9231-1.html
10 Marla Modern Elevation Brand New House Available For Sale just 30 Scnd Drive From the Main Gate!!,PKR 5.6 Crore,56000000,5,6,10 Marla,2250.0,24888,House,True,50,super hot50Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_a_10_marla_modern_elevation_brand_new_house_available_for_sale_just_30_scnd_drive_from_the_main_gate-54520595-11970-1.html
"10 Marla Luxury Corner Double Unit House for Sale CDA Sector D-12/1, Islamabad",PKR 13 Crore,130000000,5,7,10 Marla,2250.0,57777,House,True,17,hot17Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/d_12_d-12_1_10_marla_luxury_corner_double_unit_house_for_sale_cda_sector_d-12_1_islamabad-54462618-3154-1.html
F Block 60 Ft Road 25*50 Brand New House With Branded Accessories Modern Design,PKR 2.7 Crore,27000000,4,6,5 Marla,1125.0,24000,House,True,9,hot9Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,83,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_f_f_block_60_ft_road_25_50_brand_new_house_with_branded_accessories_modern_design-54445856-8527-1.html
5 Marla Brand New Owner-Built Luxury Double Unit House for Sale,PKR 5 Crore,50000000,4,5,5 Marla,1125.0,44444,House,False,34,hot34Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_5_marla_brand_new_owner-built_luxury_double_unit_house_for_sale-54508227-339-1.html
1 Kanal House Available For Sale Dha Phase 2,PKR 9 Crore,90000000,6,6,1 Kanal,4500.0,20000,House,False,7,hot7Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,83,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_house_available_for_sale_dha_phase_2-53866271-339-1.html
F-8 Brand New HOUSE For Sale,PKR 44 Crore,440000000,6,6,17.8 Marla,4005.0,109862,House,False,41,hot41Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/islamabad_f-8_f-8_brand_new_house_for_sale-53260038-166-1.html
HOUSE FOR SALE,PKR 2.4 Crore,24000000,4,4,6 Marla,1350.0,17777,House,False,5,hot5Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,83,Houses_Islamabad,for_sale,2026-07-26,https://www.zameen.com/Property/jinnah_gardens_jinnah_gardens_phase_1_house_for_sale-54297407-1421-1.html
