title,price,price_numeric,beds,baths,area,area_sqft,price_per_sqft,property_type,featured,photo_count,description,description_length,city,scraped_date,url
Get This Amazing 362 Square Meters House Available In Eighteen,PKR 9.88 Crore,98800000,,,17.3 Marla,3892.5,25382,House,False,7,7VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,88,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/kashmir_highway_eighteen_get_this_amazing_362_square_meters_house_available_in_eighteen-54358220-12602-1.html
30x60 Use House Like 10/10 Condition G-13/2 Islamabad,PKR 5.4 Crore,54000000,6,6,8 Marla,1800.0,30000,House,False,9,9Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,80,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/islamabad_g-13_30x60_use_house_like_10_10_condition_g-13_2_islamabad-54321679-330-1.html
In Islamabad You Can Find The Perfect On Excellent Location House For Sale,PKR 6 Crore,60000000,5,6,8 Marla,1800.0,33333,House,False,41,411VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/g_14_g-14_3_in_islamabad_you_can_find_the_perfect_on_excellent_location_house_for_sale-54354588-3345-1.html
"Investor Rate 1 Kanal House For Sale in DHA Phase 5, Islamabad",PKR 8.5 Crore,85000000,5,6,1 Kanal,4500.0,18888,House,False,24,24Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_b_investor_rate_1_kanal_house_for_sale_in_dha_phase_5_islamabad-54506391-8401-1.html
5 Marla Luxury House for Sale in B-17 Street 108 Islamabad,PKR 2.5 Crore,25000000,4,4,5 Marla,1125.0,22222,House,False,10,10Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/islamabad_b-17_5_marla_luxury_house_for_sale_in_b-17_street_108_islamabad-54152451-616-1.html
"12 Marla Luxury House For Sale, Strong Structure | Premium Finishes | Ready To Move",PKR 6.4 Crore,64000000,6,7,12 Marla,2700.0,23703,House,True,30,30Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/pwd_housing_scheme_pwd_housing_society_-_block_a_12_marla_luxury_house_for_sale_strong_structure_premium_finishes_ready_to_move-53332391-15004-1.html
8 Marla Double Storey House For Sale In DHA Homes Modern Living | Prime Location,PKR 1.95 Crore,19500000,3,4,8 Marla,1800.0,10833,House,True,18,super hot18Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/dha_valley_dha_homes_8_marla_double_storey_house_for_sale_in_dha_homes_modern_living_prime_location-54481165-3226-1.html
Highly-Desirable House Available In I-8/4 For Sale,PKR 13.95 Crore,139500000,6,6,14 Marla,3150.0,44285,House,True,29,super hot291VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,99,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/i_8_i-8_4_highly-desirable_house_available_in_i-8_4_for_sale-54147611-3444-1.html
Ultra Modern Fully Furnished 1 Kanal Designer House Ready For Sale In DHA DEFENCE PHASE 2 ISLAMABAD,PKR 12.5 Crore,125000000,5,6,1 Kanal,4500.0,27777,House,True,18,super hot18Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_ultra_modern_fully_furnished_1_kanal_designer_house_ready_for_sale_in_dha_defence_phase_2_islamabad-54530474-339-1.html
B-17 E Block MDR Back Brand New House  Modern Designer,PKR 4.3 Crore,43000000,6,6,8 Marla,1800.0,23888,House,True,24,super hot24Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_e_b-17_e_block_mdr_back_brand_new_house_modern_designer-54564692-3120-1.html
Fully furnished 1 Kanal Spanish Style House For Sale In DHA Phase 2,PKR 16.5 Crore,165000000,5,6,1 Kanal,4500.0,36666,House,True,42,super hot42Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_fully_furnished_1_kanal_spanish_style_house_for_sale_in_dha_phase_2-54480942-339-1.html
Kanal Luxury Furnished House For Sale In Dha Phase 2 Islamabad,PKR 16.9 Crore,169000000,6,6,1 Kanal,4500.0,37555,House,True,18,super hot18Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_j_kanal_luxury_furnished_house_for_sale_in_dha_phase_2_islamabad-53485345-17389-1.html
F-7/3 Excellent House 1244 Square Yard For Sale,PKR 1 Arab,1000000000,7,7,2.6 Kanal,11700.0,85470,House,True,22,super hot22Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/f_7_f-7_3_f-7_3_excellent_house_1244_square_yard_for_sale-52116517-3309-1.html
5 Marla House for Sale Faisal Hills Executive Block,PKR 1.85 Crore,18500000,3,5,5 Marla,1125.0,16444,House,True,22,super hot22Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/islamabad_faisal_hills_5_marla_house_for_sale_faisal_hills_executive_block-54583270-10859-1.html
Brand New House Available for Sale in DHA 3,PKR 5.9 Crore,59000000,5,6,13 Marla,2925.0,20170,House,True,13,super hot13Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/dha_defence_dha_defence_phase_3_brand_new_house_available_for_sale_in_dha_3-54386183-8412-1.html
HOUSE AVAILABLE FOR SALE C-1 SIZE 9.5 MARLA IN MULTI GARDENS B-17 ISLAMABAD,PKR 5.5 Crore,55000000,4,6,9 Marla,2025.0,27160,House,True,21,super hot211VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,99,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/islamabad_b-17_house_available_for_sale_c-1_size_9_5_marla_in_multi_gardens_b-17_islamabad-54477846-616-1.html
"Brand New 5 Marla Double Unit House For Sale Faisal Margalla City, Islamabad",PKR 2.95 Crore,29500000,4,6,5 Marla,1125.0,26222,House,True,31,hot31Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/b_17_faisal_margalla_city_brand_new_5_marla_double_unit_house_for_sale_faisal_margalla_city_islamabad-54424564-13424-1.html
"1 Kanal Fully Furnished House ,Back To Main Boulevard, Corner, 50 Ft Wide Street, Sunface , Block C Topcity 1",PKR 13 Crore,130000000,5,5,1 Kanal,4500.0,28888,House,True,8,hot8Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,83,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_c_1_kanal_fully_furnished_house_back_to_main_boulevard_corner_50_ft_wide_street_sunface_block_c_topcity_1-54350180-9232-1.html
8 Marla ( 30*60 In Block G ) Single Storey House For Sale In Gulshan E Sehat E-18 Islamabad.,PKR 1.6 Crore,16000000,2,3,8 Marla,1800.0,8888,House,False,15,hot151Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,85,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/e_18_gulshan-e-sehat_1_8_marla_30_60_in_block_g_single_storey_house_for_sale_in_gulshan_e_sehat_e-18_islamabad-53767516-3258-1.html
10 Marla House In Block G For Sale In Demand Rs 250 Lacs In Gulshan E Sehat E-18 Islamabad,PKR 2.75 Crore,27500000,4,6,10 Marla,2250.0,12222,House,False,19,hot19Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/e_18_gulshan-e-sehat_1_10_marla_house_in_block_g_for_sale_in_demand_rs_250_lacs_in_gulshan_e_sehat_e-18_islamabad-53565947-3258-1.html
7 Marla Single Unit Brand New House Available For Sale In Block F Gulshan E Sehat E-18 Islamabad,PKR 1.6 Crore,16000000,2,3,7 Marla,1575.0,10158,House,False,12,hot12Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/e_18_gulshan-e-sehat_1_7_marla_single_unit_brand_new_house_available_for_sale_in_block_f_gulshan_e_sehat_e-18_islamabad-53681747-3258-1.html
5 Marla House ( 25*50 In Block F For Sale,PKR 1.9 Crore,19000000,4,6,5 Marla,1125.0,16888,House,False,12,hot12Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/e_18_gulshan-e-sehat_1_5_marla_house_25_50_in_block_f_for_sale-54003598-3258-1.html
"7 Marla House For Sale CDA Sector I-14 , | Islambad | Demond: 3.60 Crore",PKR 3.6 Crore,36000000,4,7,7 Marla,1575.0,22857,House,False,21,hot21Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/islamabad_i-14_7_marla_house_for_sale_cda_sector_i-14_islambad_demond_3_60_crore-54580391-1045-1.html
1 Kanal Luxury House For Sale Premium Finishes | Prime Location | Ready To Move,PKR 8.4 Crore,84000000,6,7,1 Kanal,4500.0,18666,House,True,32,32Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/pwd_housing_scheme_pwd_housing_society_-_block_b_1_kanal_luxury_house_for_sale_premium_finishes_prime_location_ready_to_move-53332456-15003-1.html
Beautiful House Up For Sale With Extra Land Prime Location,PKR 42 Crore,420000000,7,6,1.4 Kanal,6300.0,66666,House,False,22,22Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/islamabad_f-7_beautiful_house_up_for_sale_with_extra_land_prime_location-54474505-165-1.html
Beautiful House Available For Sale On Prime Location With Swimming Pool,PKR 60 Crore,600000000,6,6,1.7 Kanal,7650.0,78431,House,False,15,15Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/islamabad_f-8_beautiful_house_available_for_sale_on_prime_location_with_swimming_pool-54540206-166-1.html
Modern Style Corner House For Sale 3060 With 9 Marla Extra Land,PKR 4.85 Crore,48500000,10,6,9 Marla,2025.0,23950,House,False,27,27Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/islamabad_g-15_modern_style_corner_house_for_sale_3060_with_9_marla_extra_land-53991201-764-1.html
House For Sale,PKR 28 Crore,280000000,5,5,1.3 Kanal,5850.0,47863,House,False,28,28Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/islamabad_f-8_house_for_sale-54070480-166-1.html
5 Marla Double Unit House For Sale In A Block Faisal Hills - Islamabad,PKR 2.35 Crore,23500000,4,4,5 Marla,1125.0,20888,House,True,28,28Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/islamabad_faisal_hills_5_marla_double_unit_house_for_sale_in_a_block_faisal_hills_-_islamabad-54335779-10859-1.html
"10 Marla Luxury Park-Facing House for Sale in B Block, B-17 Islamabad",PKR 6.8 Crore,68000000,4,6,10 Marla,2250.0,30222,House,True,30,30Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_b_10_marla_luxury_park-facing_house_for_sale_in_b_block_b-17_islamabad-54484275-3117-1.html
I-8 Beautiful Dubal Storey Almost New House In Rizinable Price.,PKR 13 Crore,130000000,6,6,10 Marla,2250.0,57777,House,False,11,11Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,81,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/islamabad_i-8_i-8_beautiful_dubal_storey_almost_new_house_in_rizinable_price-54534978-174-1.html
BEAUTIFUL LOCATION CORNER HOUSE FOR SALE,PKR 28 Crore,280000000,8,6,1 Kanal,4500.0,62222,House,True,21,super hot21Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/d_12_d-12_3_beautiful_location_corner_house_for_sale-54586568-3156-1.html
One kanal Beautiful luxurious FULL FURNISHED HOUSE PRIME LOCATION OF DHA2,PKR 10.9 Crore,109000000,5,6,1 Kanal,4500.0,24222,House,True,23,super hot231Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,91,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_one_kanal_beautiful_luxurious_full_furnished_house_prime_location_of_dha2-52696760-339-1.html
10 Marla House For Sale In Behria Enclave Islamabad,PKR 4.3 Crore,43000000,5,6,10 Marla,2250.0,19111,House,True,14,super hot14Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/bahria_town_bahria_enclave_10_marla_house_for_sale_in_behria_enclave_islamabad-54544098-1705-1.html
7 Marla House For Sale in Multi Gardens B17 Islamabad - Block C .,PKR 3.95 Crore,39500000,4,4,7 Marla,1575.0,25079,House,True,12,super hot12Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_c_7_marla_house_for_sale_in_multi_gardens_b17_islamabad_-_block_c-54483485-3118-1.html
"1 Kanal Luxury House For Sale In DHA Phase 2, Islamabad",PKR 13.95 Crore,139500000,5,6,1 Kanal,4500.0,31000,House,True,14,super hot14Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_luxury_house_for_sale_in_dha_phase_2_islamabad-53583485-339-1.html
"30 Marla Corner Owner build house DHA Phase 5,Islamabad",PKR 12.5 Crore,125000000,8,7,1.5 Kanal,6750.0,18518,House,True,49,super hot49Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_30_marla_corner_owner_build_house_dha_phase_5_islamabad-54484662-10991-1.html
Dha 2 Kanal Beautiful House With Solar For Sale,PKR 12 Crore,120000000,6,7,1 Kanal,4500.0,26666,House,True,32,super hot321VerifiedShare on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,99,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha_2_kanal_beautiful_house_with_solar_for_sale-54445680-339-1.html
Prime Location House In DHA Phase 5 - Sector F For sale,PKR 6.5 Crore,65000000,5,5,10 Marla,2250.0,28888,House,True,17,super hot171Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,91,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_f_prime_location_house_in_dha_phase_5_-_sector_f_for_sale-54502566-8836-1.html
7 Marla House For Sale In Jinnha Garden Phase 1 Brand New Modern House,PKR 3.65 Crore,36500000,4,6,7 Marla,1575.0,23174,House,True,16,super hot16Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/jinnah_gardens_jinnah_gardens_phase_1_7_marla_house_for_sale_in_jinnha_garden_phase_1_brand_new_modern_house-54344495-1421-1.html
25x40 Brand New Luxury Tile Flooring Prime Location House For Sale in G-13,PKR 3.95 Crore,39500000,4,5,4 Marla,900.0,43888,House,True,18,super hot18Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,90,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/islamabad_g-13_25x40_brand_new_luxury_tile_flooring_prime_location_house_for_sale_in_g-13-54572288-330-1.html
"Investor Alert Prime F-8 Corner Property for Sale Sector F-8, Islamabad 700 Sq. Yards | Corner House | Front Open | Park Facing",PKR 37 Crore,370000000,5,6,1.4 Kanal,6300.0,58730,House,True,18,hot18Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/islamabad_f-8_investor_alert_prime_f-8_corner_property_for_sale_sector_f-8_islamabad_700_sq_yards_corner_house_front_open_park_facing-54351471-166-1.html
"Investor Alert | Prime Corner Property For Sale E-7, Islamabad Prestigious Address | Corner Plot | Extra Land | Two-Side Open",PKR 80 Crore,800000000,4,5,2.5 Kanal,11250.0,71111,Plot,True,13,hot13Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/islamabad_e-7_investor_alert_prime_corner_property_for_sale_e-7_islamabad_prestigious_address_corner_plot_extra_land_two-side_open-54418202-343-1.html
Brand New Designer House for Sale,PKR 6.9 Crore,69000000,5,6,10 Marla,2250.0,30666,House,False,18,hot18Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_d_brand_new_designer_house_for_sale-54591181-8403-1.html
"Brand New Double Storey Designer House For Sale, Block-A, Size (30 X 60) Faisal Town Phase 1, Islamabad.",PKR 4.2 Crore,42000000,5,6,8 Marla,1800.0,23333,House,False,38,hot38Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/faisal_town_phase_1_faisal_town_phase_1_-_block_a_brand_new_double_storey_designer_house_for_sale_block-a_size_30_x_60_faisal_town_phase_1_islamabad-54538283-16416-1.html
Premium Living in DHA 2 1 Kanal Designer Home for Sale in DHA DEFENCE PHASE II.,PKR 13.7 Crore,137000000,5,6,1 Kanal,4500.0,30444,House,True,26,hot26Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_premium_living_in_dha_2_1_kanal_designer_home_for_sale_in_dha_defence_phase_ii-53981927-339-1.html
Registry Intaqal From Islamabad Brand New Designer Home Available For Sale,PKR 1.75 Crore,17500000,5,5,5 Marla,1125.0,15555,House,False,17,hot17Share on FacebookShare on TwitterShare on WhatsAppSend via GMailSend via E-Mail,84,Houses_Islamabad,2026-08-10,https://www.zameen.com/Property/islamabad_japan_road_registry_intaqal_from_islamabad_brand_new_designer_home_available_for_sale-53551668-9473-1.html
